parameters: 
batch_size = 32
shuffle_train = True
num_workers = 8
epoch = 200
augmentation = numpy.roll + colorJitter
epoch # 166 done, 2023-10-19 16:01:09.997768
epoch # 167 done, 2023-10-19 16:07:12.163259
epoch # 168 done, 2023-10-19 16:13:16.562152
epoch # 169 done, 2023-10-19 16:19:17.653751
epoch # 170 done, 2023-10-19 16:25:20.911494
val # 170 done, 2023-10-19 16:32:34.688538
epoch # 171 done, 2023-10-19 16:41:02.172060
epoch # 172 done, 2023-10-19 16:47:21.200874
epoch # 173 done, 2023-10-19 16:53:21.965939
epoch # 174 done, 2023-10-19 16:59:25.334127
epoch # 175 done, 2023-10-19 17:05:28.030456
epoch # 176 done, 2023-10-19 17:11:38.981570
epoch # 177 done, 2023-10-19 17:17:40.665903
epoch # 178 done, 2023-10-19 17:23:41.896271
epoch # 179 done, 2023-10-19 17:29:43.361795
epoch # 180 done, 2023-10-19 17:35:44.149587
val # 180 done, 2023-10-19 17:42:53.982033
epoch # 181 done, 2023-10-19 17:51:37.160113
epoch # 182 done, 2023-10-19 17:58:03.766193
epoch # 183 done, 2023-10-19 18:04:05.911826
epoch # 184 done, 2023-10-19 18:10:11.743860
epoch # 185 done, 2023-10-19 18:16:15.773079
epoch # 186 done, 2023-10-19 18:22:22.558334
epoch # 187 done, 2023-10-19 18:28:27.264500
epoch # 188 done, 2023-10-19 18:34:34.200822
epoch # 189 done, 2023-10-19 18:40:38.304708
epoch # 190 done, 2023-10-19 18:46:40.335476
val # 190 done, 2023-10-19 18:53:52.901477
epoch # 191 done, 2023-10-19 19:01:38.352865
epoch # 192 done, 2023-10-19 19:07:45.085370
epoch # 193 done, 2023-10-19 19:13:48.767929
epoch # 194 done, 2023-10-19 19:19:51.953299
epoch # 195 done, 2023-10-19 19:25:54.684001
epoch # 196 done, 2023-10-19 19:31:56.524093
epoch # 197 done, 2023-10-19 19:37:57.751104
epoch # 198 done, 2023-10-19 19:44:09.053505
epoch # 199 done, 2023-10-19 19:50:12.953752
epoch # 200 done, 2023-10-19 19:56:21.870132
val # 200 done, 2023-10-19 20:03:29.987193
              precision    recall  f1-score   support

           0       0.79      0.84      0.81       728
           1       0.90      0.93      0.92       867
           2       0.82      0.88      0.85      1397
           3       0.52      0.62      0.57       666
           4       0.68      0.67      0.67       498
           5       0.51      0.53      0.52       388
           6       0.95      0.88      0.92       339
           7       0.75      0.77      0.76       217
           8       0.64      0.70      0.67       702
           9       0.43      0.26      0.32       125
          10       0.20      0.13      0.16       170
          11       0.48      0.32      0.38       150
          12       0.40      0.28      0.33        50
          13       0.00      0.00      0.00        48
          14       0.64      0.47      0.54        15
          15       0.21      0.11      0.14        45
          16       0.16      0.10      0.12        59
          17       0.45      0.30      0.36        76
          18       0.29      0.19      0.23        47
          19       0.00      0.00      0.00         2
          21       0.00      0.00      0.00         1
          22       0.10      0.03      0.04        74

    accuracy                           0.71      6664
   macro avg       0.45      0.41      0.42      6664
weighted avg       0.69      0.71      0.70      6664

Finished Training
